EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
522155639,LICENSED CLINICAL PROFESSIONAL COUNSELORS OF MARYLAND INC,% SUSAN ROISTACHER,11432 TWINING LN,POTOMAC,MD,20854-1864,0000,06,3,2000,201312,2,00,000000000,1,01,202310,4,4,01,0,10,321868,145620,145620,S41,
522155960,FAIRMOUNT VOLUNTEER FIRE COMPANY INC,% WAYNE BOZMAN,PO BOX 395,UPPER FAIRMT,MD,21867-0395,0000,03,3,1000,199910,1,15,000000000,1,01,202212,4,4,01,0,12,463519,123267,123267,M24,
522156026,BETAMORE INC,% JEN MEYER,101 W DICKMAN ST STE 1000,BALTIMORE,MD,21230-5032,0000,03,3,2100,199906,1,15,000000000,1,01,202206,4,4,01,0,06,308748,368773,367798,S30,
522156104,EASTPORT YACHT CLUB FOUNDATION INC,% MARY ELLEN HOAGLAND,PO BOX 3205,ANNAPOLIS,MD,21403-0205,0000,03,3,1000,200004,1,15,000000000,1,01,202212,4,3,01,0,12,168092,71666,70871,N20,
522156183,ENVIRONMENTAL ENGINEERING FNDT INC,% CECIL LUE HING,1125 WEST ST,ANNAPOLIS,MD,21401-4198,0000,03,3,2000,200601,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,C60,
522156460,SOLOMONS BOYS AND GIRLS CLUB INC,% GARY WYNN,PO BOX 1555,SOLOMONS,MD,20688-1555,0000,03,3,1000,200003,1,15,000000000,1,01,202212,3,3,02,0,12,33748,72727,68024,O23,
522156573,MICA INC,% HAOUA DIATTA,1107 WHITE WAY,LAUREL,MD,20707-0000,0000,03,3,1000,200004,1,15,000000000,1,01,202309,3,3,01,0,09,35626,50516,50516,Q33,
522156614,IGLESIA EVANGELICA APOSTOLES Y PROFETAS DE BALTIMORE ES 2 20,% EDGAR NAPOLEON FUENTES,12717 EASTERN AVE,MIDDLE RIVER,MD,21220-1205,0000,03,3,7000,201201,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
522156837,JOHN QUINTON FOUNDATION,% TANJA HENSON-QUINTON,25954 QUINTON RD,MARDELA SPGS,MD,21837-2146,0000,03,3,2000,199910,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B82,
522156862,STONE FAMILY FOUNDATION INC,% STEWART PLANT & BLUMENTHAL LLC,100 LIGHT STREET SUITE 1401,BALTIMORE,MD,21202-0000,0000,03,3,1000,199905,1,04,000000000,1,01,202212,6,4,00,1,12,1257001,250080,,T21,
522156892,PARTNERSHIP FOR A HEALTHIER CARROLL COUNTY INC,% DOROTHY FOX,295 STONER AVE STE 306,WESTMINSTER,MD,21157-5688,0000,03,3,2000,199912,1,15,000000000,1,01,202306,5,4,01,0,06,549231,247288,247288,E60,
522156964,SOUTHERN SENIOR HIGH SCHOOL SPORTS BOOSTER CLUB INC,% SOUTHERN HIGH SPORTS BOOSTERS,4400 SOLOMONS ISLAND RD,HARWOOD,MD,20776-9504,0000,03,3,1200,199906,1,15,000000000,1,01,202308,4,3,01,0,08,122661,76115,71406,T202,
522156979,BREWERS ASSOCIATION OF MARYLAND INC,% JAMES FINERAN,1783 FOREST DR,ANNAPOLIS,MD,21401-4229,0000,06,3,2000,201505,2,00,000000000,1,01,202312,4,5,01,0,12,434789,722067,722067,S41,
522156982,BROWN FAMILY FOUNDATION INC,% J DORSEY BROWN PRES,PO BOX 19,BUTLER,MD,21023-0019,0000,03,3,1000,199905,1,04,000000000,1,01,202312,6,4,00,1,12,1643499,182193,,T22,
522157750,MERRYWOOD MANOR CITIZENS ASSOCIATION,% JAMES F MASON,PO BOX 55,DAVIDSONVILLE,MD,21035-0055,0000,04,3,3000,200004,2,00,000000000,1,01,202312,1,1,02,0,12,3941,7500,7500,S21,
522157878,BOUNTIFUL BLESSING WORSHIP CENTER INC,% THEOLA TAYLOR DEACON,5009 YORK RD # 11,BALTIMORE,MD,21212-4438,0000,03,3,7000,200003,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,FITZHUGH PATRICIA M TTEE
522158319,CATHERINE V AND RAYMOND M GLANN CHARITABLE FOUNDATION INC,% HELEN GUY,20 S LAKE WAY,REISTERSTOWN,MD,21136-5934,0000,03,3,1000,199905,1,04,000000000,1,01,202312,6,5,00,1,12,1655748,811185,,T21,
522158855,SHASHAMANE SETTLEMENT COMMUNITY DEVELOPMENT FOUNDATION INC,% KARL C PHILLPOTTS,PO BOX 5845,TAKOMA PARK,MD,20913-5845,0000,03,3,1000,200110,1,15,000000000,1,01,202312,3,3,02,0,12,25900,29153,29153,Q33,SHASHAMANE FOUNDATION INC
522159374,OLD SHIP ZION SPIRITAL TEMPLE,% GEORGE WASHINGTON JR,615 N COLLINGTON AVE,BALTIMORE,MD,21205-2308,0000,03,3,7000,200008,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522159459,ASSOCIATES OF VIETNAM VETERANS OF AMERICA INC,% ANTHONY POWELL,8719 COLESVILLE RD STE 100,SILVER SPRING,MD,20910-3919,5336,03,6,1200,201809,1,15,000000000,1,01,202302,5,4,02,0,02,720934,119991,0,W30,
522159657,MONTGOMERY HOUSING INC,% THOMAS HARR,610 E DIAMOND AVE STE 100,GAITHERSBURG,MD,20877-5321,0000,03,3,1000,199905,1,16,000000000,1,01,202306,4,3,01,0,06,429850,80042,80042,L20,
522159668,HOLY TEMPLE CHURCH OF GOD INTERNATIONAL,,135 STEPNEY LN,EDGEWATER,MD,21037-1432,0000,03,3,7000,200008,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522159939,CHRIST APOSTOLIC CHURCH GARDEN OF WONDERS,,5615 LANDOVER RD,CHEVERLY,MD,20784-1228,0000,03,3,7000,200009,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
522160515,OCEAN PINES KIWANIS FOUNDATION INC,% MARCUS W PAGE,239 OCEAN PKWY,OCEAN PINES,MD,21811-1901,0000,03,3,1000,199907,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B82,
522160713,WATKINS FOUNDATION INC,% DR FRANCES SMITH,PO BOX 201,HARWOOD,MD,20776-0201,0000,03,3,1000,200004,1,15,000000000,1,01,202306,0,0,02,0,06,0,0,0,T22,
522160752,RAVEN ROOST NO 44 INC,% SANDY TARAS,PO BOX 4161,OCEAN CITY,MD,21843-4161,0000,07,3,1000,199911,2,00,000000000,1,01,202303,0,0,02,0,03,0,0,0,N50,
522160792,REISTERSTOWN VILLAGE SENIOR HOUSING INC,% DALE R MCARDLE,2300 DULANEY VALLEY RD STE B,TIMONIUM,MD,21093-2739,0000,03,3,1000,199907,1,16,000000000,1,01,202306,6,5,01,0,06,2918073,626901,624358,L20,
522162524,BEDDOW SCHOOL INC,,8600 LOUGHRAN RD,FT WASHINGTON,MD,20744-6783,0000,03,3,1000,198205,1,11,030032000,1,01,202306,4,4,01,0,06,168507,421085,421085,,
522164250,ABUNDANT LIFE INTERNATIONAL MINISTRIES,% JOSEPHINE SIMMONS,PO BOX 20589,BALTIMORE,MD,21223-0589,0000,03,3,1000,199909,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,X99,
522164538,THE CARSON-ETHERIDGE FOUNDATION INC,% RANDAL B ETHERIDGE,1055 W JOPPA RD UNIT 402,TOWSON,MD,21204-3755,0000,03,3,1000,199905,1,04,000000000,1,01,202312,5,4,00,1,12,734534,206609,,T20,
522164815,QUINCE ORCHARD OTTERS SWIM CLUB INC,% LEWIS MYERS,PO BOX 83641,GAITHERSBURG,MD,20883-3641,0000,03,3,1000,200209,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,N99,
522164844,IMPACT SILVER SPRING,% FRANKIE BLACKBURN,8807 COLESVILLE RD,SILVER SPRING,MD,20910-4346,0000,03,3,2100,199908,1,15,000000000,1,01,202306,4,6,01,0,06,465499,1262281,1262281,T30,
522164905,STREET SURVIVERS OF MARYLAND INC,% MARY COX,PO BOX 19830,BROOKLYN,MD,21225-0330,0000,07,3,1000,200907,2,00,000000000,1,01,202212,2,3,02,0,12,22158,26206,18834,N50,
522165048,INTERSCHOLASTIC ATHLETIC ASSOCIATION OF MARYLAND INC,% EMPLO PAY,8000 JUMPERS HOLE RD STE 204,PASADENA,MD,21122-1046,0000,03,3,2000,200004,1,16,000000000,1,01,202306,4,4,01,0,06,163766,309642,309642,O50,
522165052,TALMAR INC,% CATHERINE T MURPHY,1994 CROMWELL BRIDGE RD,PARKVILLE,MD,21234-1418,0000,03,3,1000,199908,1,15,000000000,1,01,202212,4,4,01,0,12,104797,328334,290766,P20,
522165295,WILLIAM G STEWART FAMILY FOUNDATION INC,% WILLIAM G STEWART,901 S BOND ST STE 400,BALTIMORE,MD,21231-3340,0000,03,3,1000,199905,1,04,000000000,1,01,202312,5,4,00,1,12,783927,119720,,T20,
522165377,DIPIETRO FAMILY FOUNDATION INC,% CHRISTY DIPIETRO,10 CHITTENDEN LANE,OWINGS MILLS,MD,21117-0000,0000,03,3,1000,200006,1,04,000000000,1,01,202212,4,3,00,1,12,294319,78643,,T22,
522166053,MARYLAND HORSE RESCUE INC,% ELLEN L POWERS,PO BOX 1997,WESTMINSTER,MD,21158-0000,0000,03,3,4000,200008,1,15,000000000,1,01,202212,3,4,01,0,12,59517,124405,124405,D20,
522166067,MONOCACY CEMETERY COMPANY OF BEALLSVILLE MD INC,,PO BOX 81,BEALLSVILLE,MD,20839-0081,0000,13,3,2000,199910,1,00,000000000,1,01,202304,5,4,01,0,04,834252,288698,288698,Y50,
522166149,ASTRONOMICAL SOCIETY OF GREENBELT INC,% DOUGLAS LOVE,PO BOX 727,GREENBELT,MD,20768-0727,0000,03,3,2000,200006,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,U31,
522166406,TOMMY HOLLAND MEMORIAL SCHOLARSHIP FUND CORP,% CANDICE H KRINER,6600 BROOKLYN BRIDGE RD,LAUREL,MD,20707-2760,0000,03,3,1000,199908,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B82,
522166673,AGUDATH ISRAEL OF GREENSPRING INC,% ZVI GUTTMAN,PO BOX 32308,BALTIMORE,MD,21282-2308,0000,03,3,7000,199906,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
522166889,FOUNTAIN OF LIVING WATERS MINISTRIES,% BRENDA HILL,5152 MAITLAND TER,FREDERICK,MD,21703-6096,0000,03,3,7000,200011,1,10,000000000,1,01,,1,0,06,0,12,,,,X20,
522166958,KEHILATH BNAI TORAH,,6301 GREEN MEADOW PKWY,BALTIMORE,MD,21209-3316,0000,03,3,7200,200303,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
522167163,SPIRIT AND LIFE CHURCH,% JAMES R PARAMORE,7801 MANDAN RD APT T2,GREENBELT,MD,20770-2133,0000,03,3,1000,200105,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
522167587,CHILDRENS HOSPITAL AT SINAI FOUNDATION INC,% NANCY KANE,2401 W BELVEDERE AVE,BALTIMORE,MD,21215-5216,0000,03,3,1000,200003,1,17,000000000,1,01,202306,8,7,01,0,06,43292917,7746121,2017618,E110,
522167589,CHEVY CHASE ELEMENTARY SCHOOL EDUCATIONAL FOUNDATION,% AUDREY YEN,3906 UNDERWOOD ST,CHEVY CHASE,MD,20815-5030,0000,03,3,1000,199909,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B90,
522167737,MARYLAND ASSOCIATION OF DESTINATION MARKETING ORGANIZATIONS INC,% DEBORAH TRAVERS PRESIDENT,C/O 8480 OCEAN HIGHWAY,DELMAR,MD,21875-0000,0000,06,3,2000,201509,2,00,000000000,1,01,202306,0,0,02,0,06,0,0,0,S30,
522167767,AN HOUSE OF PRAYER FOR ALL PEOPLE DELIVERANCE MINISTRIES,% JOSEPH B TO DIXON JR,1105 KUHN AVE,HAGERSTOWN,MD,21740-7339,0000,03,3,7000,200106,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
522167903,CIRCLE OF ANGELS INITIATIVE INC,% ROSEANNA,PO BOX 7,FRIENDSHIP,MD,20758-0007,0000,03,3,1247,201508,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,S21,
522167922,REDEEMED CHRISTIAN CHURCH OF GOD LIGHTHOUSE,,913 E PATAPSCO AVE,BROOKLYN,MD,21225-2226,0000,03,3,7100,200005,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522168462,HUMAN DEVELOPMENT AND CHILDREN FOUNDATION,% CT INVESTMENTS LLC,PO BOX 1604,ANNAPOLIS,MD,21404-1604,0000,03,3,1000,199909,1,15,000000000,1,01,202212,3,4,01,0,12,37050,455691,455691,P80,DBA MERCY CENTRE USA
522168504,RESTORATION INTERNATIONAL HOLINESS MINISTRIES INC,% MARVIN DENSON JR,1233 COLONIAL PARK DR,SEVERN,MD,21144-4417,0000,03,3,7000,200006,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522168530,CHILDRENS MISSION INC,% HATTIE PEARTREE,7236 EARLY GOLDEN LN,PIKESVILLE,MD,21208-5855,0000,03,3,1000,199912,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,P60,
522168567,KOREAN AMERICAN CENTER FOR MESSIANIC MINISTRY,% DR DAVID J PARK,3704 N CHARLES ST UNIT 606,BALTIMORE,MD,21218-2308,0000,03,3,1700,201602,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,X12,
522168843,WORD ALIVE CHRISTIAN FELLOWSHIP INC,% MICHAEL D CHAPMAN,13101 ST JAMES SANCTUARY DR,BOWIE,MD,20720-0000,0000,03,3,7000,200210,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
522169036,FAITH WORSHIP CENTER,% 13 & 14 ABERDEEN SHOPPING PLAZA,LOCAL,ABERDEEN,MD,21005-0000,0000,03,3,7000,200111,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522169066,KARIB NATION INC,% RUDOLPH JONES,9614 BAD HILL ROAD,BOWIE,MD,20721-0000,0000,03,3,1000,200204,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,A23,
522169101,BIT COMMUNITY CENTER INC,% FRANCESCO L LEGALUPPI,315 HOMELAND SOUTHWAY,BALTIMORE,MD,21212-4113,0000,03,3,2000,199910,1,15,000000000,1,01,202112,3,4,01,0,12,98534,453577,453577,A230,
522169350,INDIA HERITAGE FOUNDATION OF WASHINGTON D C INC,% MADHU MOHAN KATIKNENI,9316 BELLE TERRE WAY,POTOMAC,MD,20854-0000,0000,03,3,1000,199911,1,15,000000000,1,01,202212,3,3,01,0,12,77928,65174,65174,A230,INDIA HERITAGE CENTER
522169366,HAGERSTOWN & FREDERICK RAILWAY HISTORICAL SOCIETY INCORPORATED,% RICHARD BENJAMIN,7124 AUTUMN LEAF LN,FREDERICK,MD,21702-2962,0000,03,3,1200,200008,1,15,000000000,1,01,202307,0,0,02,0,07,0,0,0,A80,
522169397,LAUNCHING EDUCATIONAL ASSISTANCE PROGRAMS FORWARD INC,,PO BOX 373,PRNC FREDERCK,MD,20678-0373,0000,03,3,2000,200107,1,15,000000000,1,01,202312,4,4,01,0,12,184746,121692,108127,B82,
522169414,HOWARD COUNTY ASSOCIATION OF THE DEAF,% SUZANNE BEHUN,8384 MONTGOMERY RUN RD APT C,ELLICOTT CITY,MD,21043-7473,0000,03,3,1000,201412,1,16,000000000,1,01,202306,0,0,02,0,06,0,0,0,P87,
522169434,THYCA THYROID CANCER SURVIVORS ASSOCIATION INC,,2604 THISTLEDOWN TER,OLNEY,MD,20832-1548,0000,03,3,1000,199911,1,15,000000000,1,01,202212,6,5,01,0,12,1241568,653723,653723,E99,
522169446,DELMARVA SOARING ASSOCIATION INC,% ROBERT CHAPEL,13849 MASON BRANCH RD,RIDGELY,MD,21660-1314,0000,07,3,1000,200512,2,00,000000000,2,01,202312,0,0,02,0,12,0,0,0,N50,
522169478,SOUTHERN GARRETT HIGH SCHOOL ALUMNI ASSOCIATION INC,% J M MURRAY,345 HIGHLAND DRIVE,OAKLAND,MD,21550-0000,0000,03,3,2100,200002,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B84,
522169632,PECK FOUNDATION INC,% J STEVENSON PECK JR,11905 WHISPERING OAK CT,REISTERSTOWN,MD,21136-0000,0000,03,3,1000,200102,1,04,000000000,1,01,202212,6,4,00,1,12,1509613,136691,,T22,
522169794,SITE DELIVERANCE OUTREACH MINISTRIES,% DELBRIA THOMPSON,7119 BELTZ DR,FORESTVILLE,MD,20747-4602,0000,03,3,7000,201204,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
522169902,CALVERT COUNTY LIONS CLUB INC,% RICHARD F WEST,PO BOX 214,PRNC FREDERCK,MD,20678-0214,0000,03,3,1000,200006,1,16,000000000,1,01,202306,2,2,02,0,06,21328,24226,13035,S82,
522169905,VOITURE NATIONALE LA SOCIETE DES 40 HOMMES ET 8 CHEVAUX,% ROBERT E SPRECHER,2461 EMMANUEL CT,HUNTINGTOWN,MD,20639-9319,0257,19,9,1000,193904,1,00,318000000,1,01,202312,0,0,02,0,12,0,0,0,,456 VOITURE LOCALE
522170259,CHARLOTTE HALL ROTARY FOUNDATION INC,% ROBERT W ASKEY,PO BOX 681,CHARLOTT HALL,MD,20622-0681,0000,03,3,1200,199910,1,17,000000000,1,01,202306,4,4,01,0,06,214238,175852,168345,T70,
522170290,FREDERICK YOUTH HOCKEY ASSOCIATION,% SKATE FEDERICK,1288 RIVERBEND WAY,FREDERICK,MD,21701-9350,0000,03,3,1000,199911,1,16,000000000,1,01,202303,4,5,01,0,03,208082,563578,539316,N68,
522170291,HISTORIC SHIPS IN BALTIMORE INC,,1417 THAMES STREET,BALTIMORE,MD,21231-0000,0000,03,3,1000,201509,1,16,031000000,1,01,202212,7,6,01,0,12,6064681,3475953,3215858,A80,
522170499,CHURCH OF ST SIMON PETER INC,% FATHER NATHAN T SOUTHWORTH,707 LOMAX ST,EASTON,MD,21601-3940,0000,03,3,1700,199908,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
522170523,SOUTHERN MARYLAND SWIM LEAGUE,% KIMBERLY BACON,PO BOX 1504,CALIFORNIA,MD,20619-1504,0000,03,3,2000,200008,1,16,000000000,5,01,202303,0,0,02,0,03,0,0,0,N67,
522171452,NEW CREATIONS CHRISTIAN CHURCH AND MINISTRIES,,AND MINISTRIES,LANHAM,MD,20706-0000,0000,03,3,7000,200501,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522171746,SIKH HUMAN DEVELOPMENT FOUNDATION INC,,10504 RIVERS BEND LN,POTOMAC,MD,20854-1239,0000,03,3,1000,199907,1,15,000000000,1,01,202212,6,5,01,0,12,1549570,842664,842664,B82,
522171960,ZETA PHI BETA SORORITY,% FELICIA ORR,PO BOX 124 RT 3 NORTH,GAMBRILLS,MD,21054-0000,1474,07,9,1000,196001,2,00,036279040,5,01,202212,0,0,02,0,12,0,0,0,,RHO ETA ZETA
522171999,FAITH DELIVERNACE PENECOSTAL CHURCH,% PASTOR JAMESETTA DAVIS,531 RITCHIE RD,CAPITOL HGTS,MD,20743-3619,0000,03,3,7000,200102,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522172062,ST ANNS EPISCOPAL CHURCH,,PO BOX 177,SMITHSBURG,MD,21783-0177,2617,03,9,7000,197504,1,10,001919000,5,01,,0,0,06,0,12,,,,,
522172147,FREEDOM AREA BASKETBALL LEAGUE INC,% STEVE LYONS,225 ROTH AVE,TANEYTOWN,MD,21787-2229,0000,04,3,1200,198404,0,00,000000000,1,01,202309,1,0,02,0,09,1,0,0,,
522172219,AUTO CARE ASSOCIATION,% NATHAN PERRINE,7101 WISCONSIN AVE,BETHESDA,MD,20814-4871,0000,06,3,1000,199911,2,00,000000000,1,01,202306,8,8,01,0,06,34359882,23760349,21962624,S41,
522172267,FRANCO FOUNDATION INC,% ALLAN N FRANCO,613 BROMLEY STREET,SILVER SPRING,MD,20902-0000,0000,03,3,1000,200005,1,15,000000000,1,01,202306,4,4,01,0,06,238775,168864,168864,T30,
522172467,GLENMORE HOSUING INC,% COMMUNITY HOUSING ASSOCIATES INC,2918B GLENMORE AVE,BALTIMORE,MD,21214-1708,0000,03,3,1000,200106,1,15,000000000,1,01,202306,4,3,01,0,06,226457,71530,71530,L21,
522172543,JING YIH MARTIAL ARTS CENTER,% ANTONY S YAN,8010 CYPRESS GROVE LN,CABIN JOHN,MD,20818-1003,0000,03,3,1200,200105,1,11,000000000,1,01,,0,0,00,0,12,,,,B90,
522172559,KNIGHTS OF COLUMBUS,% FINANCIAL SECRETARY,1125 SAINT MICHAELS RD,MOUNT AIRY,MD,21771-3235,0188,08,9,1000,194010,0,00,000000000,5,01,202312,0,0,02,0,12,0,0,0,,10525 ST MICHAELS OF POPLAR SPRINGS
522172751,BNAI BRITH INTERNATIONAL,% CLARENCE HILL,14510 HOMECREST RD APT 4002,SILVER SPRING,MD,20906-1869,0947,03,9,1000,199701,1,15,059029349,5,01,202206,0,0,02,0,06,0,0,0,,5172 HOMECREST UNIT
522172817,CHESAPEAKE ORTHOPEDIC RESEARCH FOUNDATION INC,% JOHN BARRY,21 JACKSON MANOR CT,PHOENIX,MD,21131-1850,0000,03,3,1000,199912,1,04,000000000,1,01,202312,4,2,00,1,12,377280,15828,,H51,
522172877,HYATTSTOWN MILL ARTS PROJECT,,7902 TIMMONS RD,UNION BRIDGE,MD,21791-7614,0000,03,3,2000,200008,1,15,000000000,1,01,202306,0,0,02,0,06,0,0,0,A80,
522172989,WOODBERRY COMMUNITY ASSOCIATION INC,% SHERI HIGGINS,3710 CLIPPER RD,BALTIMORE,MD,21211-1422,0000,03,3,1000,200103,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,M40,
522173061,MARLBOROUGH HORSE TRIALS INC,,40770 CREMONA RD,MECHANICSVLLE,MD,20659-4803,0000,03,3,1000,200207,1,16,000000000,1,01,202401,0,0,02,0,01,0,0,0,N70,
522173223,MARYLAND CITIZENS HEALTH INITIATIVE EDUCATION FUND INC,,2600 SAINT PAUL ST,BALTIMORE,MD,21218-4523,0000,03,3,2000,200006,1,15,000000000,1,01,202212,5,4,01,0,12,676066,376779,371221,E052,
522173326,HOUSE OF THE LORD MINISTRIES INC,% JAMES M LARUE,103 RIVERSIDE DR,BALTIMORE,MD,21221-6916,0000,03,3,7000,200003,1,10,000000000,1,01,,4,3,06,0,12,,,,X20,
522173382,MERCY HEALTH SERVICES INC,% JUSTIN C DEIBEL,301 ST PAUL PLACE,BALTIMORE,MD,21202-0000,0928,03,9,7000,194603,0,10,031150120,1,01,202306,9,9,06,0,06,52930475,66054667,66054667,,
522173616,BEAVER BRANCH HUNTING CLUB INC,,13701 GRACEHAM RD,THURMONT,MD,21788-2241,0000,07,3,1000,199910,2,00,000000000,1,01,202203,0,0,02,0,03,0,0,0,N61,
522173656,MERCY HEALTH FOUNDATION INC,% JUSTIN C DEIBEL,301 SAINT PAUL ST,BALTIMORE,MD,21202-2102,0928,03,9,1700,194603,1,15,001030150,5,01,202306,9,8,01,0,06,62295225,10009000,9848690,E110,
522173776,BRAVE DAVE OPEN INC,% THOMAS BRANTHOVER,10907 ORLEANS WAY,KENSINGTON,MD,20895-1113,0000,03,3,1000,200202,1,16,000000000,1,01,202112,1,1,02,0,12,6105,150,150,G115,
522173861,NEHEMIAH HOUSE MINISTRIES INC,,719 POPLAR GROVE STREET,BALTIMORE,MD,21216-0000,0000,03,3,7120,199909,1,10,000000000,5,01,202212,4,2,06,0,12,163100,20615,20615,X20,
522174203,NEW COVENANT FELLOWSHIP INDEPENDENT,% DONNA SCOTTI,18310 BREATHEDSVILLE RD,BOONSBORO,MD,21713-1953,0000,03,3,7000,200112,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522174274,FUND FOR JEWISH GENETIC MEDICINE INC,% ANN E PULVER,1019 WINDING WAY,BALTIMORE,MD,21210-1232,0000,03,3,2000,200007,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,H940,
522174277,YAN XIN LIFE SCIENCE & TECHNOLOGY FOUNDATION INC,% LIU PING WU,37 MARYLAND AVE APT 431,ROCKVILLE,MD,20850-0000,0000,03,3,2000,200011,1,15,000000000,1,01,202306,0,0,02,0,06,0,0,0,A23,
522174591,CATALDO FAMILY FOUNDATION INC,% MICHAEL F CATALDO,7569 BROADCLOTH WAY,COLUMBIA,MD,21046-0000,0000,03,3,1000,199907,1,04,000000000,1,01,202212,4,4,00,1,12,149934,152867,,T20,
522174638,IN HIS IMAGE CHRISTIAN MINISTRIES,% MELVIN E BLAKE JR,7343 OLD ALEXANDRIA FERRY RD,CLINTON,MD,20735-1832,0000,03,3,7000,200003,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
522174642,AMARANTHINE MUSEUM LES HARRIS FOUNDATION,% HOLLY HARRIS,1314 UNION AVE,BALTIMORE,MD,21211-1903,0000,03,3,2000,200704,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A51,
522174701,CHRIST FELLOWSHIP ASSEMBLY OF GOD,% TERRY MINTER,15600 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20905-4078,1678,03,9,7000,196408,2,10,001002029,5,01,,0,0,06,0,12,,,,,
522174762,FIRST BAPTIST CHURCH OF LANDSDOWNE,,2304 ALMA RD,BALTIMORE,MD,21227-1836,1601,03,9,7000,196310,1,10,029002000,5,01,,0,0,06,0,12,,,,,
522174770,NATIONAL ASSOCIATION OF NEGRO BUSIN ESS AND PROFESSIONAL WOMENS C,% PATRICIA M RANDALL,1102 WINDING BROOK CT,MITCHELLVILLE,MD,20721-3111,3449,03,9,2000,199809,1,16,040566000,1,01,202306,0,0,02,0,06,0,0,0,,MILLENIUM-SEAT PLEASANT CLUB NATION
522174808,FIRST BAPTIST CHURCH OF GIRDLETREE,% THE FIRST BAPTIST CHURCH OF,PO BOX 37,GIRDLETREE,MD,21829-0037,1601,03,9,7000,196310,1,10,029002000,5,01,,0,0,06,0,12,,,,,
522175039,STAR OF THE SEA GOLDEN HILL FOUNDATION INC,% JUDY HOLLAND,PO BOX 187,FISHING CREEK,MD,21634-0187,0000,03,3,1000,200009,1,15,000000000,1,01,202312,4,3,01,0,12,224870,93821,1753,A80,
522175109,LADIES AUXILIARY OCEAN CITY ELKS INC,% PRISCILLA JONES,13708 SINEPUXENT AVE,OCEAN CITY,MD,21842-4553,0000,08,3,1000,201408,1,00,000000000,1,01,202403,0,0,02,0,03,0,0,0,Y40,
522175210,THE NEW PARK HEIGHTS COMMUNITY CORPORATION INC,% WILL J HANNA II,3719 REISTERSTOWN RD,BALTIMORE,MD,21215-7613,0000,03,3,1200,200708,1,15,000000000,1,01,202111,0,0,02,0,11,0,0,0,S20,
522175622,HOLY LAND CHRISTIAN ECUMENICAL FOUNDATION INC,,2227 BEL PRE RD SUITE 200,SILVER SPRING,MD,20906-2204,0000,03,3,2700,200006,1,15,000000000,1,01,202312,3,4,01,0,12,47272,124092,124092,X21,
522175627,BAIS HAKNESSES OF BALTIMORE INC,,3120 CLARKS LN,BALTIMORE,MD,21209-2376,0000,03,3,7000,200610,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
522175986,ABUNDANT LIFE FELLOWSHIP INC,,PO BOX 2003,HAGERSTOWN,MD,21742-2003,0000,03,3,7000,200003,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
