EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
526054924,NATIONAL SOJOURNERS INC,% RALPH L PERRY,51 ROYAL TER,ABERDEEN,MD,21001-3048,1028,04,9,3000,194808,2,00,908319000,5,01,202106,0,0,02,0,06,0,0,0,,221 ABERDEEN
526055211,ARC OF FREDERICK COUNTY INC,,620-A RESEARCH COURT,FREDERICK,MD,21703-0000,0000,03,3,1200,196606,1,15,059160000,1,01,202406,8,8,01,0,06,21668105,15793642,15793234,,
526055213,NATIONAL AUTOMATIC SPRINKLER 669 VA EDUCATION FUND,,8000 CORPORATE DRIVE,LANDOVER,MD,20785-2239,0000,05,3,3000,195503,2,00,566059000,5,01,202312,8,7,01,0,12,13870816,9485038,9132288,,669
526055231,CRUMPTON CEMETERY ASSOCIATION OF QUEEN ANNES COUNTY,% LUCY MCGINNES,PO BOX 248,CRUMPTON,MD,21628-0248,0000,13,3,2000,196505,1,00,900901000,1,01,202412,0,0,02,0,12,0,0,0,,
526055234,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% MARCIA HOLPUCH,PO BOX 267,DAMASCUS,MD,20872-0267,0239,04,9,3000,196603,2,00,999000000,5,01,202406,0,0,02,0,06,0,0,0,,8816 DAMASCUS MARYLAND
526055242,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,% LESLIE BLACKSTOCK,670 ANDREWS RD,ABERDEEN,MD,21001-1706,5649,04,9,3000,201003,2,00,161180059,5,01,202406,0,0,02,0,06,0,0,0,,HARFORD
526055259,NATIONAL SOCIETY DAUGHTERS OF COLONIAL WARS INC,% MARY RUSSELL,701 KING FARM BLVD APT 410,ROCKVILLE,MD,20850-6176,5578,03,9,2000,200910,1,16,030062908,5,01,202502,0,0,02,0,02,0,0,0,A80,DISTRICT OF COLUMBIA
526055271,IZAAK WALTON LEAGUE OF AMERICA TALBOT COUNTY CHAPTER,% CALVIN YOWELL,PO BOX 962,EASTON,MD,21601-8917,0000,03,3,2000,194211,1,16,350000000,1,01,202412,0,0,02,0,12,0,0,0,,
526055289,ROTARY CLUB OF ST MARY S COUNTY LEXINGTON PARK MARYLAND INC,% MIKE DEMANSS,PO BOX 202,LEXINGTON PK,MD,20653-0202,0000,04,3,3000,201904,2,00,520349200,5,01,202412,0,0,02,0,12,0,0,0,,
526055291,SMITHSBURG COMMUNITY VOLUNTEER FIRE COMPANY,,22 N MAIN ST,SMITHSBURG,MD,21783-9606,0000,03,3,2000,200811,1,15,407000000,1,01,202312,6,5,01,0,12,1463219,637208,518453,M24,
526055297,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,% DOUGLAS COURTER,13129 BLAIRS VALLEY RD,CLEAR SPRING,MD,21722-1302,0943,03,9,1200,194605,1,16,119602281,5,01,202412,0,0,02,0,12,0,0,0,,J053 HAGERSTOWN
526055312,BANNOCKBURN COMMUNITY CLUB INC,,6314 BANNOCKBURN DR,BETHESDA,MD,20817-5404,0000,03,3,1000,201207,1,16,059000000,1,01,202405,4,4,01,0,05,128586,126799,119607,P20,
526055323,29TH DIVISION ASSOCIATION INC NATIONAL HEADQUARTERS,% THOMAS KNIGHT,PO BOX 548,TIMONIUM,MD,21094-0548,1016,04,6,3000,194711,1,00,907279319,5,01,202408,0,0,02,0,08,0,0,0,,
526055339,WORKERS UNITED,,5735 INDUSTRY LANE BLDG C SUITE 101,FREDERICK,MD,21704-7274,5890,05,9,3000,201003,2,00,263000000,5,01,202412,0,0,02,0,12,0,0,0,J40,70 LOCAL
526055340,WORKERS UNITED,,5735 INDUSTRY LANE BLDG C SUITE 101,FREDERICK,MD,21704-7274,5890,05,9,3000,201003,2,00,000000000,5,01,202412,0,0,02,0,12,0,0,0,J40,427 LOCAL
526055358,WATER WITCH FIRE CO INC,,PO BOX 324,PORT DEPOSIT,MD,21904-0324,0000,03,3,1000,201910,1,15,407000000,1,01,202412,6,6,01,0,12,1351754,1039347,1039347,M24,
526055370,AMERICAN POSTAL WORKERS UNION,% AMERICAN POSTAL WORKERS UNION,PO BOX 2574,HAGERSTOWN,MD,21741-2574,2474,05,9,3000,197311,2,00,263279000,5,01,202412,0,0,02,0,12,0,0,0,,2574 HAGERSTOWN LOCAL
526055389,NATIONAL COUNCIL FOR THE SOCIAL STUDIES,,8555 16TH STREET,SILVER SPRING,MD,20910-2816,0000,03,3,1200,196505,1,16,120059000,1,01,202406,6,6,01,0,06,1907398,3547848,3444385,V20C,BRENDA LUPER DIRECTOR OF FIN
526055457,ROTARY INTERNATIONAL,% R CHRIS JEFFERIES,19405 EMERALD SQ STE 1400,HAGERSTOWN,MD,21742-3666,0573,04,9,3000,194209,2,00,520349200,5,01,202406,2,3,02,0,06,17117,26562,21205,,HAGERSTOWN MARYLAND
526055459,ROCK HALL VOLUNTEER FIRE CO INC,,PO BOX 577,ROCK HALL,MD,21661-0577,0000,04,3,3000,194706,1,00,407000000,1,01,202312,6,5,01,0,12,3678612,775250,579089,,
526055464,MOUNTAIN CLUB OF MARYLAND INC,% R DAGOLD,540 PICCADILLY RD,TOWSON,MD,21204-3715,0000,03,3,1000,194412,1,16,350298059,1,01,202412,4,3,02,0,12,286821,39388,39388,,
526055467,MARYLAND ASSOCIATION OF MUTUAL INSURANCE COMPANIES,% BALTIMORE EQUITABLE INSURANCE,509 S EXETER ST STE 420,BALTIMORE,MD,21202-5499,0000,06,3,2000,194709,2,00,279059000,5,01,202503,0,0,02,0,03,0,0,0,,
526055475,AMERICAN LEGION AUXILIARY,% JANE METZGER,19520 YORK RD,PARKTON,MD,21120-9221,0964,19,9,1000,195212,1,00,319000000,5,01,202412,0,0,02,0,12,0,0,0,,256 PARKTON UNIT
526055481,TRAPPE VOLUNTEER FIRE CO INC,,PO BOX 86,TRAPPE,MD,21673-0086,0000,04,3,1000,194505,1,00,407000000,1,01,202312,6,5,01,0,12,4055471,563801,539135,,
526055482,AMATEUR ATHLETIC UNION OF THE UNITED STATES,% ERIC BROWN,419 MOSHER ST,BALTIMORE,MD,21217-3447,1155,03,9,1200,196601,1,15,317000000,1,01,202408,3,3,01,0,08,81366,56672,56672,,MARYLAND ASSOCIATION
526055491,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ROSALIE BROOKS,PO BOX 267,LINTHICUM,MD,21090-0267,0000,03,3,1000,201509,1,16,908349000,1,01,202406,0,0,02,0,06,0,0,0,S80,8742 LINTHICUM
526055492,VOITURE NATIONALE LA SOCIETE DES 40 HOMMES ET 8 CHEVAUX,% WILLIAM TROTTER,10520 SANTA ANITA TER,DAMASCUS,MD,20872-6100,0257,19,9,1000,196002,1,00,907000000,1,01,202412,0,0,02,0,12,0,0,0,,265 VOITURE LOCALE
526055497,FINANCIAL EXECUTIVES INTERNATIONAL,% JEFFERY KORDELA,211 CARTLAND WAY,FOREST HILL,MD,21050-3107,1036,06,9,2000,194810,2,00,059279000,5,01,202406,0,0,02,0,06,0,0,0,,BALTIMORE CHAPTER
526055501,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% ANNA SHIPMAN,15100 INTERLACHEN DR APT 1026,SILVER SPRING,MD,20906-5696,1050,03,9,1200,194907,1,16,059062061,5,01,202505,0,0,02,0,05,0,0,0,,RICHARD ARNOLD DAR
526055502,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% DR JOAN MICHIE,1716 CRESTVIEW DR,POTOMAC,MD,20854-2630,1050,03,9,1200,194907,1,16,059062061,5,01,202502,0,0,02,0,02,0,0,0,,AMERICAN FLAG DAR
526055503,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% KATHERINE ROSKOM,5409 LINDEN CT,BETHESDA,MD,20814-1643,1050,03,9,1200,194907,1,16,059062061,5,01,202412,0,0,02,0,12,0,0,0,,COL TENCH TILGHMAN DAR
526055504,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% BARBARA CELTNIEKS,2100 WASHINGTON AVE APT 8B,SILVER SPRING,MD,20910-2605,1050,03,9,1200,194907,1,16,059062061,5,01,202405,0,0,02,0,05,0,0,0,,BOTTONY CROSS DAR
526055506,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% EUGENE WILLIAMS,PO BOX 104,CAMBRIDGE,MD,21613-0104,0239,04,9,1000,195305,2,00,927160349,5,01,202406,0,0,02,0,06,0,0,0,,8762 CAMBRIDGE MARYLAND
526055507,BROWNINGSVILLE CORNET BAND INC,,21701 BRINK MEADOW LN,GERMANTOWN,MD,20876-4364,0000,03,3,1200,197409,1,16,119059927,1,01,202312,0,0,02,0,12,0,0,0,,
526055525,UNITED UNION OF ROOFERS WATER PROOFERS AND ALLIED WORKERS,,PO BOX 214,ELLERSLIE,MD,21529-0214,0000,05,3,3000,202310,2,00,263000000,5,01,202412,5,4,01,0,12,502663,304420,304420,J40,
526055529,TAU BETA PI ASSOCIATION INC,% KEVIN CALABRO,1137 ENGINEERING BUILDING UMD,COLLEGE PARK,MD,20742-0001,0782,07,9,1000,194711,2,00,279205349,5,01,202405,0,0,02,0,05,0,0,0,,MARYLAND BETA CHAPTER
526055540,UNITED STEELWORKERS,% DENISE DORSEY,301 EVA AVE,LINTHICUM HTS,MD,21090-1910,0260,05,9,3000,194012,2,00,263059269,5,01,202412,0,0,02,0,12,0,0,0,,00111 LOCAL
526055546,WOODSIDE PARK CIVIC ASSO INC,% JAMES BURKE,1515 GRACE CHURCH RD,SILVER SPRING,MD,20910-1507,0000,04,3,1000,193303,2,00,999000000,1,01,202506,0,0,02,0,06,0,0,0,,
526055572,TRI-STATE SPORTS CLUB OF SUITLAND MD,% DARREN ALEY,70 RADCLIFFE DR,HUNTINGTON,MD,20638-0000,0000,07,3,1000,202505,2,00,325318319,1,01,,0,0,02,0,12,,,,N50,
526055576,SOPHILY SOCIETY,% MARY KUPELIAN,4407 MAPLE AVE,BETHESDA,MD,20814-4732,0000,03,3,7000,195112,1,10,029040000,5,01,,1,1,06,0,06,,,,,
526055592,TRUSTEES OF THE ENDOWMENT FUND OF THE UNIV OF MD SCHOOL OF MEDICINE,% DR FOXWELL,522 W LOMBARD ST,BALTIMORE,MD,21201-1603,0000,03,3,1280,193412,1,17,161180922,1,01,202312,9,9,01,0,12,135048885,53231966,8445319,,
526055597,SIGMA DELTA EPSILON GRADUATE WOMEN IN SCIENCE INC,% JULIE MAYER ANBARCHIAN,2835 HERNWOOD RD,WOODSTOCK,MD,21163-1017,0665,03,9,2000,194601,1,11,059036000,5,01,202406,0,0,02,0,06,0,0,0,,OMICRON CHAPTER
526055600,ROTARY INTERNATIONAL,% MATTHEW M ROSENDALE,PO BOX 533,CENTREVILLE,MD,21617-0533,0573,04,9,3000,194209,2,00,520349200,1,01,202406,3,4,01,0,06,89068,167897,155420,,CENTREVILLE ROTARY CLUB
526055613,DISABLED AMERICAN VETERANS,% TONY L CHANDLER,WAR MEMORIAL ROOM B N GAY ST,BALTIMORE,MD,21202-0000,0557,04,9,3000,194206,1,00,264927160,5,01,202406,3,4,01,0,06,75892,281900,281900,,DEPT OF MARYLAND
526055619,WORKERS UNITED,,5735 INDUSTRY LANE BLDG C SUITE 101,FREDERICK,MD,21704-7274,5890,05,9,3000,201003,2,00,263000000,5,01,202412,0,0,02,0,12,0,0,0,J40,806 LOCAL
526055620,ALPHA CHI OMEGA FRATERNITY INC,% WILLE KATE DAVIS,3022 DUNGLOW RD,BALTIMORE,MD,21222-5104,0467,07,9,1000,194109,2,00,034036602,5,01,202407,0,0,02,0,07,0,0,0,,EPSILON XI EPSILON BALTIMORE MD ALM
526055633,NATIONAL ASSOCIATION OF FSA COUNTY OFFICE EMPLOYEES,% JAMIE MCLANE,9194 LEGION RD STE 3,DENTON,MD,21629-3471,1553,05,9,3000,196207,2,00,263000000,5,01,202406,0,0,02,0,06,0,0,0,,DELAWARE-MARYLAND FSA
526055637,TOASTMASTERS INTERNATIONAL,% PLANT INDUSTRY STATION TMS CLUB,7819 GOLDEN PINE CIR,SEVERN,MD,21144-1037,0820,03,9,2000,195801,1,16,059319000,5,01,202412,0,0,02,0,12,0,0,0,,2627 PLANT INDUSTRY STATION TMS CLB
526055638,PITTSVILLE VOLUNTEER FIRE DEPT INC,,7442 GUMBORO RD,PITTSVILLE,MD,21850-2016,0000,04,3,3000,194505,1,00,402350407,1,01,202312,6,5,01,0,12,1385839,694290,543113,,
526055641,CHESAPEAKE HUMAN RESOURCES ASSOCIATION,% WILLIAM L DUNSON BGE,1400 W LOMBARD ST STE A 329,BALTIMORE,MD,21223-3134,0000,06,3,2000,196009,2,00,205000000,1,01,202312,5,6,01,0,12,791981,1094737,352211,S41Z,
526055647,MAGOTHY FORGE IMPROVEMENT ASSOCIATION INC,% RICHARD WAITS,21 STONE DR,PASADENA,MD,21122-4225,0000,04,3,1000,196009,2,00,999000000,1,01,202412,0,0,02,0,12,0,0,0,,
526055649,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JOHN NUSSEAR,250 MARYLAND AVENUE,DENTON,MD,21629-0000,0239,04,9,1000,196302,2,00,402922160,5,01,202406,0,0,02,0,06,0,0,0,,8769 DENTON MARYLAND
526055654,HEBREW BURIAL SOCIETY OF WASHINGTON D C CHESED SHEL EMMES,% MARTIN KAMEROW,13204 RIDGE DR,ROCKVILLE,MD,20850-3614,0000,03,3,1000,195701,1,16,900001000,1,01,202412,0,0,02,0,12,0,0,0,,
526055657,FUNKSTOWN VOLUNTEER FIRE CO,,PO BOX 670,FUNKSTOWN,MD,21734-0670,0000,03,3,1000,193804,1,16,407905000,1,01,202406,6,4,01,0,06,3115413,457486,412326,M24,
526055660,DICKEYVILLE ASSOCIATION INC,% STEVEN J STAFFORD TREASURER,2310 TUCKER LN,GWYNN OAK,MD,21207-6638,0000,03,3,1000,201610,1,15,319000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
526055671,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,% JUDITH FLOOD,5925 GRACE LEE AVE,SYKESVILLE,MD,21784-8713,5649,04,9,3000,201003,2,00,161180059,5,01,202406,0,0,02,0,06,0,0,0,B82O,MARYLAND STATE DIVISION
526055710,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% DEANA HOLLER,445 CHALFONTE DR,CATONSVILLE,MD,21228-4017,0239,04,9,3000,196912,2,00,279319000,5,01,202406,0,0,02,0,06,0,0,0,,8723 BALTIMORE FORTY WEST MARYLAND
526055743,CORINA HIGGINSON TRUST,% LAURA FORD TRUSTEE,8346 ROUNDHILL RD,CHARLOTT HALL,MD,20622-3443,0000,03,1,1270,196405,1,04,430030566,2,01,202412,5,5,00,1,12,663600,606115,,,
526055751,CHATTERLEIGH ASSOCIATION INC,% BEATRICE GIBBONS,PO BOX 42243,TOWSON,MD,21284-2243,0000,04,3,1000,196406,2,00,402000000,1,01,202412,0,0,02,0,12,0,0,0,,
526055758,FEDERATED GARDEN CLUBS OF MARYLAND INC,% LYNN BARRANGER,616 WARWICK RD,BALTIMORE,MD,21229-4707,3204,03,9,1200,198503,1,16,123000000,5,01,202412,0,0,02,0,12,0,0,0,,BENT TWIG GARDEN
526055761,AMERICAN SPEECH-LANGUAGE-HEARING FOUNDATION,% YVONNE KANKAM-BOADU,2200 RESEARCH BOULEVARD,ROCKVILLE,MD,20850-3289,0000,03,3,1280,194801,1,16,059040000,2,01,202312,8,7,01,0,12,22334773,6509788,2480350,H42Z,
526055764,ALPHA OMEGA ALPHA HONOR MEDICAL SOCIETY HOPKINS,% JOANN BODURTHA MD,733 N BROADWAY,BALTIMORE,MD,21205-1832,1500,03,9,2000,196009,1,16,059036349,5,01,202312,0,0,02,0,12,0,0,0,,JOHNS HOPKINS UNIV SCHOOL OF MEDICI
526055865,BALTIMORE PHILATELIC SOCIETY INC,% RICHARD DROUGHT,3440 ELLICOTT CENTER DR STE 103,ELLICOTT CITY,MD,21043-4169,0000,03,3,2000,193701,1,16,065207120,1,01,202412,5,3,02,0,12,906023,41753,41753,A82Z,
526056016,MARYLAND 4-H FOUNDATION INC,,9501 CRAIN HWY UNIT 1,BEL ALTON,MD,20611-3147,5938,03,6,2000,201304,1,15,059349000,1,01,202406,7,5,01,0,06,8165735,994774,994774,O52Z,STEAM ROLLERS 4-H CLUB
526056041,TWINBROOK CITIZENS ASSOCIATION INC,,PO BOX 834,ROCKVILLE,MD,20848-0834,0000,04,3,1000,196302,2,00,999000000,1,01,202412,0,0,02,0,12,0,0,0,,
526056042,TOASTMASTERS INTERNATIONAL,% TOWSON TOASTMASTERS,1602 ROSS RD,BEL AIR,MD,21014-1926,0820,03,9,2000,194505,1,16,059319000,1,01,202412,0,0,02,0,12,0,0,0,,2707 TOWSON TOASTMASTERS CLUB
526056052,AMERICAN SOCIETY OF RADIOLOGIC TECHNOLOGISTS,% KRISTIN MITAS,PO BOX 5747,DERWOOD,MD,20855-0747,1051,06,9,1000,194907,2,00,059000000,5,01,202506,0,0,02,0,06,0,0,0,,MARYLAND
526056059,ARNOLD AIR SOCIETY-SILVER WINGS,% UNIVERSITY OF MARYLAND,4490 ROSSBOROUGH LN RECKFORD 0121,COLLEGE PARK,MD,20742-0001,1224,04,9,3000,195306,2,00,059000000,5,01,202412,0,0,02,0,12,0,0,0,,330 AFROTC DET
526056062,ALPHA OMEGA INTERNATIONAL DENTAL FRATERNITY,% FRED SIMON,5802 HUBBARD DR,ROCKVILLE,MD,20852-4818,0123,03,9,1200,000000,1,16,161180059,5,01,202406,3,3,01,0,06,26349,55786,53493,,WASHINGTON DC CHAPTER
526056134,APPRENTICE COMMITTEE IRON WORKERS-5,,9110 OLD MARLBORO PIKE,UPPR MARLBORO,MD,20772-3625,0000,05,3,3000,195901,2,00,566000000,5,01,202406,6,6,01,0,06,4744702,2642156,2642156,,JOHN RAYNER CEO
526056274,MEDSTAR HEALTH RESEARCH INSTITUTE INC,% JOEL BRYAN,10980 GRANTCHESTER WAY 7TH FLOOR,COLUMBIA,MD,21044-6097,0000,03,3,1800,196409,1,12,150179000,1,01,202406,8,9,01,0,06,39720621,59461537,59461537,,
526056285,COMMUNITY PENTECOSTAL CHURCH OF HAMPDEN,,11250 RED LION RD,WHITE MARSH,MD,21162-1404,0000,03,3,7000,196407,1,10,001000000,5,01,,0,0,06,0,12,,,,,
526056291,CALVARY MEMORIAL CHURCH,,COR EAST AND PRINCE GEORGES STREET,ANNAPOLIS,MD,21401-0000,0000,03,3,7000,196410,1,10,001000000,1,01,,0,0,06,0,10,,,,,
526056320,HOWARD COUNTY HISTORICAL SOCIETY INC,% ELLEN FLYNN GILES,9421 FREDERICK RD,ELLICOTT,MD,21042-3801,0000,03,3,2000,196003,1,16,030000000,1,01,202312,5,4,01,0,12,748886,360997,340757,,
526056321,GUTMAN FAMILY FOUNDATION INC,% ALLAN J GIBBER,27TH FLOOR ONE SOUTH STREET,BALTIMORE,MD,21202-0000,0000,03,3,1000,196402,1,04,602000000,1,01,202312,5,5,00,1,12,860876,756896,,,
526056325,COASTAL ASSOCIATION OF REALTORS OF MARYLAND INC,% GCAAR,314 FRANKLIN AVE,BERLIN,MD,21811-1215,0000,06,3,4000,195910,2,00,201000000,1,01,202312,6,5,01,0,12,3089952,830903,731056,,
526056340,HARUNDALE CIVIC ASSOCIATION INC,,PO BOX 522,GLEN BURNIE,MD,21060-0522,0000,04,3,1000,195004,2,00,999000000,1,01,202406,3,4,01,0,06,50688,164532,164532,,
526056360,MARY JEAN AND OLIVER TRAVERS FOUNDATION INC,,8 HUNT CLUB CT,PHOENIX,MD,21131-1119,0000,03,3,1000,196101,1,04,161180059,1,01,202404,7,8,00,1,04,7135335,14953757,,,
526056365,PLEASANT VALLEY COMMUNITY FIRE CO,,2030 S PLEASANT VALLEY RD,WESTMINSTER,MD,21158-2732,0000,03,3,1000,201704,1,15,407000000,1,01,202406,7,6,01,0,06,6340583,2001865,1508226,M24,
526056368,HOLLAND POINT CITIZENS ASSOCIATION INC,,PO BOX 232,NORTH BEACH,MD,20714-0232,0000,04,3,3000,201303,2,00,999000000,1,01,202406,0,0,02,0,06,0,0,0,L50,
526056370,NATIONAL CAPITAL AREA SQUARE DANCE LEADERS ASSOCIATION INC,% STEVE LUCIUS,3411 MILLIE WAY,MANCHESTER,MD,21102-1746,0000,06,3,2000,195702,2,00,318319000,1,01,202406,0,0,02,0,06,0,0,0,,
526056372,MARYLAND HOTEL AND LODGING ASSOCIATION,,20 RIDGELY AVE,ANNAPOLIS,MD,21401-1410,0000,06,2,2000,194112,2,00,480200279,5,01,202412,5,5,01,0,12,876285,727592,699329,,
526056383,NATIONAL ASSOCIATION OF LETTER CARRIERS,% RONDA SISK - TREASURER,PO BOX 1873,HAGERSTOWN,MD,21742-1873,0685,05,9,3000,194409,2,00,263000000,5,01,202412,0,0,02,0,12,0,0,0,,443 HAGERSTOWN MARYLAND
526056388,VOITURE NATIONALE LA SOCIETE DES 40 HOMMES ET 8 CHEVAUX,% JEFF HUGHES,338 E MAIN ST,RISING SUN,MD,21911-1814,0257,19,9,1000,196002,1,00,907000000,1,01,202408,0,0,02,0,08,0,0,0,,1371 VOITURE LOCALE
526056397,ROTARY INTERNATIONAL,% ROBERT WIEDER,PO BOX 64,ELLICOTT CITY,MD,21041-0064,0573,04,9,3000,194209,2,00,520349200,1,01,202406,0,0,02,0,06,0,0,0,,ROTARY CLUB OF ELLICOTT CITY
526056400,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% ESTHER HARTLEY,5561 SPONSELLER CT,NEW MARKET,MD,21774-6275,1050,03,9,1200,194907,1,16,059062061,5,01,202412,0,0,02,0,12,0,0,0,,FREDERICK DAR
526056428,WEST LANHAM HILLS CITIZENS ASSOCIATION INC,% WALTER M HARRIS,PO BOX 2256,HYATTSVILLE,MD,20784-9256,0000,04,3,1000,194803,2,00,402000000,1,01,202504,0,0,02,0,04,0,0,0,,
526056436,TILDEN WOODS RECREATION ASSOCIATION INC,,PO BOX 2563,ROCKVILLE,MD,20847-2563,0000,07,3,1000,196404,2,00,318000000,1,01,202312,4,4,01,0,12,227023,261537,261537,,
526056440,SIGMA GAMMA RHO SORORITY INC,% THELMA JOHNSON,1782 DUTCH VILLAGE DR,LANDOVER,MD,20785-4167,1540,07,9,1000,196209,2,00,036000000,5,01,202506,0,0,02,0,06,0,0,0,,ALPHA PHI
526056451,PHI SIGMA SIGMA,,1213 LIBERTY RD STE J PMB 335,ELDERSBURG,MD,21784-7977,0942,07,9,1000,194605,2,00,036000000,1,01,202406,3,3,01,0,06,34497,89620,89620,,XI CHAPTER
526056467,DELTA SIGMA THETA SORORITY INC,,PO BOX 1647,ANNAPOLIS,MD,21404-1647,1188,07,9,1000,195301,2,00,036602061,1,01,,0,0,02,0,12,,,,,ANNAPOLIS ALUMNAE
526056469,COMMUNITY FIRE CO OF MILLINGTON INC,,PO BOX 255,MILLINGTON,MD,21651-0255,0000,04,3,1000,193507,1,00,407000000,1,01,202412,6,4,01,0,12,1439220,227533,227533,,
526056480,ANNAPOLIS LIONS CLUB FOUNDATION INC,,PO BOX 6446,ANNAPOLIS,MD,21401-0446,0000,03,3,1000,196305,1,17,602179040,1,01,202406,1,1,02,0,06,2446,883,841,S80Z,
526056500,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% REBECCA BRITT,PO BOX 51,GLENN DALE,MD,20769-0051,0239,04,9,1000,196207,2,00,999000000,5,01,202506,0,0,02,0,06,0,0,0,,8852 SUBURBAN
526056502,GUILFORD ASSOCIATION INCORPORATED,% R C PREM,4200 ST PAUL STREET SUITE 100,BALTIMORE,MD,21218-1019,0000,04,3,1000,194010,2,00,401402429,1,01,202412,6,6,01,0,12,1141551,1902569,850569,,
526056506,DELTA SIGMA THETA SORORITY INC,,PO BOX 62,CAMBRIDGE,MD,21613-0062,1188,07,9,1000,195207,2,00,036602059,5,01,,0,1,01,0,12,,,,,CAMBRIDGE ALUMNAE
526056509,DEALE BEACH CITIZENS ASSOCIATION INC,% MARIAN KAMINITZ,938 MAIN ST,DEALE,MD,20751-9609,0000,04,3,1000,201402,2,00,402328349,1,01,202206,0,0,02,0,06,0,0,0,S20,
526056517,TOASTMASTERS INTERNATIONAL,% INTERIOR TOASTMASTERS,108 FLAIM LN,FT WASHINGTON,MD,20744-6047,0820,03,9,2000,194505,1,16,059319000,5,01,202412,0,0,02,0,12,0,0,0,,2157 INTERIOR TOASTMASTERS
526056541,TOASTMASTERS INTERNATIONAL,% ANDREWS CLUB 2184,7603 PAULA CT,BRANDYWINE,MD,20613-5739,0820,03,9,2000,195803,1,16,059319000,5,01,202412,0,0,02,0,12,0,0,0,,2184 ANDREWS CLUB 2184
526056543,TOASTMASTERS INTERNATIONAL,% APL TOASTMASTERS CLUB,1907 KAYS MILL RD,FINKSBURG,MD,21048-2013,0820,03,9,2000,196207,1,16,059319000,5,01,202412,0,0,02,0,12,0,0,0,,3624 APL TOASTMASTERS CLUB
526056547,NATIONAL SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,% MARION D CARMACK,15000 RODDY RD,THURMONT,MD,21788-1212,0690,03,9,2000,194503,1,16,908000000,5,01,202412,0,0,02,0,12,0,0,0,,SGT LAWRENCE EVERHART
526056550,ROTARY CLUB OF PIKESVILLE-OWINGS MILLS,% AMIR KAHN,3939 FALLS RD,BALTIMORE,MD,21211-1830,0000,04,3,3000,201207,2,00,520349200,5,01,202406,0,0,02,0,06,0,0,0,,
526056552,ROTARY CLUB OF MIDDLE RIVER MARYLAN D USA,% PAM ARNETT,222 STEVENS RD,MIDDLE RIVER,MD,21220-2818,0000,04,3,1000,201407,2,00,520349200,1,01,202405,0,0,02,0,05,0,0,0,Y99,MIDDLE RIVER ROTARY CLUB
526056556,PINE GROVE VILLAGE COMMUNITY ASSOCIATION INC,% CHARLES M MACOLA,102 SOUTHVIEW LN,PASADENA,MD,21122-2436,0000,04,3,1000,195807,2,00,402000000,1,01,202409,0,0,02,0,09,0,0,0,,
526056560,PEAR TREE POINT CIVIC ASSOCIATION INC,% DORIS BOULANGER,445 PEAR TREE POINT RD,CHESTERTOWN,MD,21620-2342,0000,04,3,1000,196404,2,00,402600602,1,01,202412,0,0,02,0,12,0,0,0,,
526056577,RURITAN NATIONAL CORP,% P ODALE MARTIN,7196 BROWNS LN,THURMONT,MD,21788-2511,1615,04,9,1000,196401,2,00,408404000,5,01,202412,0,0,02,0,12,0,0,0,,LEWISTOWN
526056579,RURITAN NATIONAL CORP,% FREDERICK VERNEY,PO BOX 186,GALESVILLE,MD,20765-0186,1615,04,9,1000,196401,2,00,408404000,5,01,202312,0,0,02,0,12,0,0,0,,SOUTH RIVER
526056580,RURITAN NATIONAL CORP,% DENNIS GALVAN,PO BOX 135,PT OF ROCKS,MD,21777-0135,1615,04,9,1000,196401,2,00,408404000,1,01,202312,0,0,02,0,12,0,0,0,,POINT OF ROCKS
526056582,RURITAN NATIONAL CORP,% ROBERT DEENER,1324 WEVERTON RD,KNOXVILLE,MD,21758-1132,1615,04,9,1000,196401,2,00,408404000,1,01,202412,0,0,02,0,12,0,0,0,,PLEASANT VALLEY
526056583,ROTARY INTERNATIONAL,% CYNTHIA E MCBRIDE,PO BOX 3175,ANNAPOLIS,MD,21403-0175,0573,04,9,3000,194309,2,00,520349200,5,01,202406,3,4,01,0,06,58066,125458,125458,,ANNAPOLIS
